epoch,loss,sparse_categorical_accuracy
0,0.15206834110400239,0.9538959
1,0.07812785363413464,0.97696334
2,0.07627581636856369,0.9773923
3,0.07551925314866663,0.9774493
4,0.0747651366822977,0.97762597
5,0.07423019648751106,0.97774214
6,0.07364322561560953,0.977929
7,0.07362120691715536,0.9779061
8,0.07335463428483736,0.97798926
9,0.0732767465136706,0.97803247
10,0.07302691235485667,0.9781433
11,0.07299043981634734,0.9781381
12,0.07292661091759137,0.9781296
13,0.07263848595213657,0.978236
14,0.07288051306240083,0.97809833
15,0.07288385452765789,0.9781085
16,0.07283831388756715,0.9781813
17,0.07279479039856508,0.97819513
18,0.07281652231939752,0.97817
19,0.07242359402597709,0.978347
20,0.07230999753196038,0.97838813
