epoch,loss,sparse_categorical_accuracy
0,0.4340862278997814,0.8204
1,0.21239316289565863,0.9328004
2,0.19183897760496504,0.9358973
3,0.17672676270128246,0.93836087
4,0.16860271857429635,0.93999785
5,0.16577694112134447,0.9404342
6,0.16383661138244604,0.9408319
7,0.16307943311928477,0.9411748
8,0.1623034420348164,0.94136304
9,0.1614651271663911,0.9414665
10,0.1604676375267965,0.94213355
11,0.16009630714994746,0.942141
12,0.1596026337322373,0.9425013
13,0.1590713140016253,0.942732
14,0.15864455239692493,0.9428479
15,0.1581096458130499,0.9428841
16,0.15761873743160174,0.94298255
17,0.15739638720736315,0.9430586
18,0.15695271115831855,0.9432194
19,0.15670571807793138,0.9432743
20,0.15648096608705517,0.94331294
21,0.15618683436114844,0.94334286
22,0.15609853313948127,0.94340396
23,0.15587239003430195,0.9435835
24,0.15574138609749322,0.9435049
25,0.15557484000496483,0.94353116
