epoch,loss,sparse_categorical_accuracy
0,0.12887355689136407,0.9611215
1,0.015225993439256848,0.9960912
2,0.01444569536084206,0.9963262
3,0.014028299521976777,0.9963818
4,0.013705821651777878,0.99644697
5,0.013455055671083507,0.99648046
6,0.013283256505786763,0.9965078
7,0.013150008527220999,0.9965178
8,0.01303736900521335,0.9965382
9,0.01293579476152901,0.9965752
10,0.01284177486355343,0.9965795
11,0.012727006188482659,0.99661034
12,0.012662591547672884,0.99657995
13,0.01257482073047384,0.9965982
14,0.012537045695750487,0.9965904
15,0.0124921941112916,0.9966064
16,0.012429882424798505,0.9966077
17,0.012397288536169698,0.9966021
18,0.012373476760514018,0.99662817
19,0.012325451064475858,0.9966529
