epoch,loss,sparse_categorical_accuracy
0,0.4629962329997803,0.81901854
1,0.28133962983922345,0.9040053
2,0.26562922971351427,0.9067319
3,0.2597443507465936,0.9085733
4,0.2562660782286758,0.91020274
5,0.25396293758475336,0.9110305
6,0.2526304470059985,0.9120081
7,0.25175332970215386,0.91207016
8,0.2511039209879026,0.912184
9,0.25117485110662163,0.9123047
10,0.25068029261199665,0.91242874
11,0.25002658555619134,0.91262716
12,0.2488585444440322,0.91286623
13,0.24838560572861904,0.9130692
14,0.2475246990318282,0.9131087
15,0.24714535624523298,0.91325414
16,0.24603404561312664,0.9134481
17,0.24607826259039417,0.9135113
18,0.24614714649400637,0.9133883
19,0.24530748366133284,0.9138044
20,0.24541837274826928,0.9137165
21,0.24565742648470176,0.9135428
22,0.24541478363643238,0.9140288
