epoch,loss,sparse_categorical_accuracy
0,0.3907007194156892,0.8545026
1,0.2629859317935703,0.9015178
2,0.2579784449368837,0.9033497
3,0.2553925353756998,0.90419614
4,0.2537867601098753,0.9046316
5,0.25275872548657835,0.9048068
6,0.2517506983770102,0.90504146
7,0.24897060450224312,0.9051086
8,0.2481173749082769,0.90462697
9,0.24679673999801965,0.9049259
10,0.24501685414930846,0.9055908
11,0.24404504917131414,0.9060257
12,0.24272420821131424,0.9066229
13,0.24197949608793332,0.90694803
14,0.24086801556029377,0.90739405
15,0.2407133863560999,0.90741855
16,0.24078452802727393,0.9073333
17,0.24051927318861105,0.907345
18,0.23950327328743465,0.90785116
19,0.23952686384040156,0.907871
20,0.23878863881341353,0.90810215
21,0.23868229566466648,0.90804553
22,0.23797709871194409,0.90833974
23,0.2380103521216215,0.90831697
24,0.2376237812351916,0.9082726
