epoch,loss,sparse_categorical_accuracy
0,0.10566100003674596,0.970999
1,0.04333164051032684,0.985807
2,0.042473596158998886,0.9858449
3,0.041654220189801465,0.9858437
4,0.040479920386594,0.9858547
5,0.039595912498603406,0.985888
6,0.03893850772344152,0.98590624
7,0.03841781764302425,0.9858873
8,0.03774572616479711,0.9860198
9,0.037099654514421286,0.9861371
10,0.03671598880397844,0.98617375
11,0.03644612635548898,0.9862175
12,0.036243758214793184,0.9862163
13,0.03601105193198595,0.98624897
14,0.03581341313410352,0.98631483
15,0.03567808923819047,0.98637855
16,0.035860956932686636,0.98632324
17,0.03580376214492177,0.98633903
18,0.035708122744820124,0.9864137
19,0.035622501978050794,0.98646295
20,0.03554945363050917,0.98652005
