epoch,loss,sparse_categorical_accuracy
0,0.1366749590181525,0.95217067
1,0.09566124839689275,0.96322864
2,0.09298388034721035,0.9638103
3,0.09223973137570655,0.96400046
4,0.09164992321907078,0.96435267
5,0.09134756919553695,0.96444744
6,0.09116448911339135,0.9645343
7,0.09105657343986764,0.96454805
8,0.09106681192406568,0.96451765
9,0.09091898182378104,0.9646025
10,0.0909028849965678,0.9645704
11,0.09079214163301008,0.96461546
12,0.09067702099220361,0.964638
13,0.09059245131472513,0.96463656
14,0.09055558464052178,0.96464956
15,0.09042278585607195,0.96476704
16,0.09042932041459763,0.9647068
17,0.09036269929310406,0.9647161
18,0.09031141150601076,0.964736
19,0.09024591598268922,0.9647737
20,0.09024759209527226,0.96473557
21,0.09020523456334369,0.9648218
22,0.0901261851027395,0.9648399
23,0.0901639218048439,0.9647694
