epoch,loss,sparse_categorical_accuracy
0,0.2886540916863642,0.8990369
1,0.1708507949594365,0.9450191
2,0.1673657737036551,0.9453021
3,0.16484314383069612,0.94553965
4,0.15997352344321367,0.94611907
5,0.15633558801184025,0.9467709
6,0.15528673246586308,0.9470749
7,0.15489481011638312,0.94709885
8,0.15489363838441242,0.94713557
9,0.15457530084143137,0.9471945
10,0.15427488121318597,0.9472821
11,0.15393238516339544,0.9473217
12,0.15372988869253243,0.9473334
13,0.15352655781804866,0.9474151
14,0.15337733643800586,0.9474133
15,0.15321648955759223,0.94745654
16,0.15333736374565182,0.94739586
17,0.1531392081534157,0.94742095
18,0.15303247086055216,0.94750845
19,0.1528184415953305,0.947512
20,0.152754360799352,0.9475184
