epoch,loss,sparse_categorical_accuracy
0,0.0811022874588393,0.9756936
1,0.03552068579184075,0.9881038
2,0.03405543350574443,0.9881778
3,0.03332071425011193,0.98836786
4,0.03282056844731426,0.9884413
5,0.03249755409722627,0.9884557
6,0.03231755444104974,0.98847336
7,0.0321277499080739,0.9885278
8,0.032082662731694925,0.98850965
9,0.03195655864736104,0.9885367
10,0.03188843689136318,0.9885866
11,0.031832021553559034,0.9885974
12,0.03176008460686202,0.98861146
13,0.03171761666591871,0.9886291
14,0.03167397338810567,0.9886248
15,0.0316102374653906,0.9885998
16,0.03159137656136512,0.9886293
17,0.03156799496951159,0.98863375
18,0.031523219326486523,0.9886458
19,0.03149284645727662,0.98864627
20,0.03146736976540776,0.9886421
21,0.03144976626267901,0.98866105
22,0.03143192861822984,0.9886312
