epoch,loss,sparse_categorical_accuracy
0,0.12024747064838989,0.95859736
1,0.07934543005291411,0.97078955
2,0.07780753995560614,0.9709672
3,0.07708232440817205,0.97100365
4,0.07663008569291647,0.9710554
5,0.07628934150139793,0.9711173
6,0.07604225732417624,0.9711587
7,0.07584355110156618,0.97115445
8,0.07579633908292835,0.9711689
9,0.07567718281782496,0.97118545
10,0.07552291230872363,0.9711942
11,0.0754395042456303,0.9711827
12,0.07527449739507931,0.9712663
13,0.07523314628904021,0.97128946
14,0.07514452773320131,0.9712713
15,0.07508560325722952,0.97125065
16,0.07499768623383393,0.97129875
17,0.07503831135842565,0.97127473
18,0.07499492692128178,0.971288
19,0.0749119488600973,0.9713372
20,0.07486912449130317,0.9713232
