epoch,loss,sparse_categorical_accuracy
0,0.07604551913649964,0.98323154
1,0.028594745686400826,0.9911047
2,0.027709211514230513,0.99123526
3,0.027013722506561907,0.9913353
4,0.026268277832961526,0.9914415
5,0.02573419836421584,0.99147
6,0.02543046571335489,0.99148
7,0.025252471974975883,0.9914879
8,0.02519974112580404,0.9915285
9,0.0250894534215712,0.9915355
10,0.0250114615321929,0.9915542
11,0.024949427229230627,0.99157465
12,0.024854973230684283,0.9915753
13,0.02482139382164156,0.9915973
14,0.024733688829777736,0.9916032
15,0.024729679349429993,0.99161863
16,0.02469411161074765,0.9916166
17,0.0246534099872689,0.99164534
18,0.024643856869631157,0.99165064
19,0.024621073416856088,0.99164796
20,0.024570470476045003,0.99165654
21,0.02455253569913847,0.99166405
22,0.024554415642366236,0.99168086
23,0.024538736280792242,0.9916751
24,0.02451330640731741,0.9916879
