epoch,loss,sparse_categorical_accuracy
0,0.3579752461337886,0.83812654
1,0.16828821002597338,0.9227492
2,0.15791209728283837,0.9233689
3,0.15240171484360737,0.9248799
4,0.14836671328692477,0.9270979
5,0.143800259901559,0.9302393
6,0.1416600927400799,0.9318076
7,0.14010500671044626,0.9326067
8,0.13941422284275187,0.93280023
9,0.13957083156726208,0.9328965
10,0.1386251814622247,0.93300176
11,0.1386064817117694,0.9331913
12,0.13805764701018208,0.93316823
13,0.13797033418510557,0.9333236
14,0.13780517600178438,0.93342793
15,0.13720371800024406,0.933464
16,0.13785166157567236,0.93321234
17,0.13736992536492532,0.9337157
18,0.1369495625175855,0.9334751
19,0.13745031021455834,0.93342394
20,0.13705351206137892,0.9336044
