epoch,loss,sparse_categorical_accuracy
0,0.35881737263587493,0.8744596
1,0.20781250317224853,0.926062
2,0.19383033381800205,0.9315995
3,0.1807998128420641,0.9362638
4,0.17337325288166566,0.93776184
5,0.16961520646265524,0.9389386
6,0.16760014722714778,0.9394039
7,0.1660080054515273,0.93998915
8,0.16495553726466267,0.94033235
9,0.16393150435656464,0.9405494
10,0.1631270537201699,0.94081646
11,0.16248452965698065,0.94089365
12,0.16193541900390496,0.941047
13,0.16157984829440455,0.9411732
14,0.1612164242799683,0.9412003
15,0.16105265526187737,0.9412765
16,0.16066745787441103,0.94135267
17,0.1604712930824617,0.94138604
18,0.16030130348595967,0.94143087
19,0.15993168811540615,0.94159466
20,0.15996158927992457,0.941602
21,0.1596228082313141,0.9416625
22,0.15945928733185882,0.94174176
23,0.15928956068451547,0.94174594
24,0.15917638141560528,0.9417626
