epoch,loss,sparse_categorical_accuracy
0,0.20122209587708698,0.9328314
1,0.1695064817150141,0.9440299
2,0.1679315052066288,0.9441767
3,0.16731709332202047,0.9441288
4,0.16677349935015226,0.94418275
5,0.16631713779443194,0.94427323
6,0.16598504849020682,0.9442806
7,0.16581537101853946,0.9443207
8,0.16574458116574045,0.9443056
9,0.16566490415171503,0.94429165
10,0.16556295915861233,0.94431907
11,0.16551664979138955,0.9443294
12,0.16546392805936627,0.9443479
13,0.16539339193673883,0.9443476
14,0.16534176461422367,0.9443288
15,0.1653294510565105,0.9443378
16,0.16533240246198358,0.9443405
17,0.16531186793244776,0.9443473
18,0.16525796407039328,0.9443533
